R_Fighter,R_Total_Fights,R_Win_Percentage,R_Method_1_prev,R_Rounds_1_prev,R_Winner_1_prev,R_Prev_Fight_days,B_Fighter,B_Total_Fights,B_Win_Percentage,B_Method_1_prev,B_Rounds_1_prev,B_Winner_1_prev,B_Prev_Fight_days,Win_Method,Winner
Jorge Filho,5,0.8,TKO,2,False,280,Claudio Cezario,11,0.7272727272727273,Submission,1,True,147,KO,1.0
Luke Zachrich,18,0.8333333333333334,Submission,1,True,252,Caio Magalhaes,4,0.75,Split Decision,3,True,133,TKO,0.0
Luke Zachrich,16,0.8125,Split Decision,3,True,279,Marcus Finch,18,0.5555555555555556,TKO,1,True,154,Split Decision,1.0
Luke Zachrich,14,0.8571428571428571,Submission,1,True,348,Eric Schambari,12,0.9166666666666666,Submission,1,True,194,Submission,0.0
Luke Zachrich,12,0.8333333333333334,KO,1,True,217,Robert Thompson,17,0.5882352941176471,Submission,2,False,7,Submission,1.0
Luke Zachrich,8,0.875,KO,1,True,43,William Hill,30,0.43333333333333335,Split Decision,3,False,31,KO,1.0
Luke Zachrich,6,0.8333333333333334,Submission,1,True,13,Brad Burrick,14,0.5714285714285714,Submission,1,True,188,Submission,1.0
Luke Zachrich,10,0.9,Submission,1,True,16,Dan Cramer,1,1.0,Split Decision,2,True,16,TKO,0.0
Luke Zachrich,15,0.8,Submission,1,False,828,Nick Kraus,7,0.8571428571428571,Submission,3,True,196,Split Decision,1.0
Luke Zachrich,13,0.8461538461538461,Submission,3,True,35,J.R. Hines,1,0.0,KO,2,False,1023,Submission,1.0
Luke Zachrich,11,0.8181818181818182,TKO,2,False,207,Michael Musslewhite,1,0.0,TKO,1,False,112,KO,1.0
Luke Zachrich,3,1.0,TKO,1,True,146,Jason Zazelenchuk,1,0.0,Submission,1,False,504,Submission,1.0
Luke Zachrich,9,0.8888888888888888,KO,1,True,57,Pat Schultz,2,1.0,TKO,2,True,687,Submission,1.0
Abner Teixeira Pereira,4,0.0,Submission,1,False,280,Paulo Surian,2,1.0,Submission,1,True,259,Submission,0.0
Abner Teixeira Pereira,5,0.0,Submission,1,False,105,Claudio Cezario,8,0.625,TKO,3,True,112,KO,0.0
Abner Teixeira Pereira,3,0.0,TKO,1,False,154,Joao Nare,1,0.0,Split Decision,0,False,2317,Submission,0.0
Wendell de Oliveira Marques,44,0.7045454545454546,TKO,2,False,119,Luis Felipe Dias,2,0.5,Submission,2,False,148,Split Decision,0.0
Wendell de Oliveira Marques,42,0.7380952380952381,Split Decision,3,True,287,Hemerson de Souza,10,0.6,TKO,1,True,328,Split Decision,0.0
Wendell de Oliveira Marques,40,0.75,Split Decision,3,True,139,Bruce Souto,14,0.7857142857142857,Split Decision,3,True,237,Split Decision,0.0
Wendell de Oliveira Marques,38,0.7368421052631579,Split Decision,3,True,33,Zozimar de Oliveira Silva Jr.,46,0.6521739130434783,Split Decision,3,False,55,Submission,1.0
Wendell de Oliveira Marques,36,0.7222222222222222,Split Decision,3,True,70,Julio Cesar Andrade,19,0.5789473684210527,Split Decision,3,True,98,Split Decision,1.0
Wendell de Oliveira Marques,32,0.75,KO,1,False,259,Darren Till,1,1.0,TKO,4,True,21,KO,0.0
Wendell de Oliveira Marques,28,0.75,TKO,1,True,64,Valdir Silva Sabino,1,0.0,Split Decision,3,False,371,Split Decision,1.0
Wendell de Oliveira Marques,26,0.7307692307692307,KO,1,True,195,Alex Oliveira,5,0.8,TKO,1,True,188,Split Decision,1.0
Wendell de Oliveira Marques,24,0.7083333333333334,Submission,2,False,64,Helio Abicassiz,1,0.0,TKO,1,False,295,KO,1.0
Wendell de Oliveira Marques,20,0.7,KO,2,True,77,Levi da Costa,2,0.0,TKO,1,False,16,KO,1.0
Wendell de Oliveira Marques,14,0.5714285714285714,Split Decision,3,True,14,Andre Santos,24,0.9166666666666666,Submission,2,True,70,Split Decision,1.0
Wendell de Oliveira Marques,12,0.5,Submission,2,False,112,Alexandre Barros,20,0.75,Split Decision,3,True,90,Split Decision,1.0
Wendell de Oliveira Marques,10,0.6,TKO,2,True,54,Hernani Perpetuo,8,0.875,Submission,1,True,89,TKO,0.0
Wendell de Oliveira Marques,8,0.5,Split Decision,3,True,62,Flavio Alvaro,25,0.88,Split Decision,3,True,87,Split Decision,1.0
Wendell de Oliveira Marques,4,0.5,TKO,2,False,105,Jorge Rodrigues Silva,19,0.9473684210526315,Submission,1,True,59,Disqualification,0.0
Wendell de Oliveira Marques,41,0.7317073170731707,Split Decision,3,False,134,Eduardo Garvon,16,0.875,Split Decision,3,True,449,Split Decision,1.0
Wendell de Oliveira Marques,39,0.7435897435897436,Submission,3,True,100,Joao Carvalho,2,0.0,KO,1,False,77,Split Decision,1.0
Wendell de Oliveira Marques,37,0.7297297297297297,Split Decision,3,True,252,Guilherme Soares,2,0.5,Submission,3,False,315,Split Decision,1.0
Wendell de Oliveira Marques,35,0.7142857142857143,TKO,1,True,99,Gilmar Dutra Lima,14,0.5,Submission,1,False,610,Split Decision,1.0
Wendell de Oliveira Marques,33,0.7272727272727273,KO,2,False,189,Antonio Trocoli,1,1.0,Split Decision,3,True,238,Split Decision,0.0
Wendell de Oliveira Marques,31,0.7741935483870968,Split Decision,3,True,134,Santiago Ponzinibbio,19,0.9473684210526315,Submission,1,True,826,KO,0.0
Wendell de Oliveira Marques,28,0.75,TKO,1,True,64,Antonio Sales Silva Jr.,9,0.4444444444444444,TKO,1,False,202,TKO,1.0
Wendell de Oliveira Marques,24,0.7083333333333334,Submission,2,False,64,Adilson Fernandes Ribeiro Jr.,6,0.8333333333333334,Split Decision,3,True,289,KO,1.0
Wendell de Oliveira Marques,19,0.6842105263157895,Split Decision,3,True,161,Tiago Passos,1,1.0,Submission,2,True,585,KO,1.0
Wendell de Oliveira Marques,17,0.6470588235294118,TKO,1,True,84,Elder Lara,3,0.3333333333333333,KO,1,True,14,Submission,1.0
Wendell de Oliveira Marques,11,0.5454545454545454,TKO,1,False,65,Edilberto de Oliveira,13,0.7692307692307693,TKO,1,True,105,Submission,0.0
Wendell de Oliveira Marques,7,0.42857142857142855,TKO,2,True,110,Edilson Florencio,14,0.2857142857142857,Submission,1,True,88,Split Decision,1.0
Wendell de Oliveira Marques,3,0.6666666666666666,Submission,1,True,111,Leandro    Silva,7,0.8571428571428571,TKO,2,True,234,TKO,0.0
Wendell de Oliveira Marques,1,0.0,Submission,0,False,144,Ricardo Petrucio,1,0.0,Submission,3,False,396,Split Decision,1.0
Sidney Outlaw,22,0.8181818181818182,Submission,1,True,182,Roger Huerta,37,0.7027027027027027,KO,2,False,420,Split Decision,1.0
Sidney Outlaw,20,0.8,Submission,2,True,91,Zach Fears,1,0.0,Submission,2,False,1294,Submission,1.0
Sidney Outlaw,18,0.7777777777777778,Split Decision,3,True,346,Raush Manfio,2,0.5,Split Decision,3,True,1610,Split Decision,1.0
Sidney Outlaw,14,0.7142857142857143,Split Decision,3,False,134,Lashawn Alcocks,1,0.0,Split Decision,3,False,938,Submission,1.0
Sidney Outlaw,12,0.8333333333333334,Submission,1,True,69,Elijah Harshbarger,7,0.5714285714285714,Split Decision,3,True,56,Submission,0.0
Sidney Outlaw,10,0.8,TKO,1,False,315,Christian Leonard,3,0.6666666666666666,TKO,1,True,168,Split Decision,1.0
Sidney Outlaw,6,0.8333333333333334,Submission,1,True,483,Mtume Goodrum,1,0.0,TKO,2,False,420,TKO,1.0
Sidney Outlaw,19,0.7894736842105263,Split Decision,3,True,84,Krzysztof Kulak,11,0.5454545454545454,Submission,2,True,321,Submission,1.0
Sidney Outlaw,13,0.7692307692307693,Submission,1,False,196,Gregor Gillespie,6,1.0,TKO,1,True,91,Split Decision,0.0
Sidney Outlaw,11,0.8181818181818182,Split Decision,3,True,49,Darrius Heyliger,2,0.5,Split Decision,3,False,847,Submission,1.0
Benson Henderson,27,0.6666666666666666,Split Decision,3,False,195,Roger Huerta,35,0.7428571428571429,Disqualification,2,True,105,Submission,1.0
Benson Henderson,23,0.7391304347826086,Split Decision,3,False,460,Andrey Koreshkov,19,0.9473684210526315,Split Decision,5,True,280,Split Decision,0.0
Benson Henderson,20,0.85,Split Decision,5,True,909,Rafael dos Anjos,28,0.75,TKO,2,True,77,KO,0.0
Benson Henderson,17,0.8235294117647058,Split Decision,3,True,90,Clay Guida,15,0.8666666666666667,Decision - Unanimous,3,True,161,Split Decision,1.0
Benson Henderson,15,0.8,Split Decision,5,False,135,Mark Bocek,8,0.875,Submission,1,True,742,Split Decision,1.0
Benson Henderson,13,0.8461538461538461,Submission,3,True,104,Donald Cerrone,14,0.7857142857142857,Submission,3,True,126,Submission,1.0
Benson Henderson,11,0.8181818181818182,TKO,1,True,188,Donald Cerrone,12,0.8333333333333334,Submission,1,True,125,Split Decision,1.0
Benson Henderson,9,0.7777777777777778,Split Decision,3,True,113,Anthony Njokuani,11,0.8181818181818182,TKO,1,True,128,Submission,1.0
Benson Henderson,3,0.6666666666666666,TKO,1,True,43,Rocky Johnson,11,0.6363636363636364,Submission,1,False,112,Submission,0.0
Benson Henderson,30,0.7,Split Decision,3,True,153,Myles Jury,11,0.6363636363636364,Decision - Unanimous,3,False,222,Split Decision,1.0
Benson Henderson,24,0.7083333333333334,Split Decision,5,False,126,Patricio Freire,28,0.8928571428571429,Submission,2,True,126,TKO,1.0
Benson Henderson,22,0.7727272727272727,KO,1,False,148,Donald Cerrone,25,0.72,Submission,2,True,428,Split Decision,0.0
Benson Henderson,19,0.8421052631578947,Decision - Unanimous,5,True,1,Frankie Edgar,14,0.8571428571428571,Decision - Unanimous,5,False,1,Split Decision,1.0
Benson Henderson,16,0.8125,Split Decision,3,True,106,Jim Miller,14,0.8571428571428571,Split Decision,3,True,764,Split Decision,1.0
Benson Henderson,14,0.8571428571428571,Submission,1,True,236,Anthony Pettis,2,1.0,Submission,3,True,120,Split Decision,0.0
Benson Henderson,12,0.8333333333333334,Split Decision,5,True,92,Jamie Varner,19,0.7894736842105263,Split Decision,5,True,350,Submission,1.0
Benson Henderson,10,0.8,Submission,2,True,70,Shane Roller,6,0.8333333333333334,Submission,1,True,123,TKO,1.0
Benson Henderson,8,0.75,Submission,2,True,71,Diego Saraiva,22,0.5909090909090909,TKO,2,True,127,Split Decision,1.0
Benson Henderson,6,0.6666666666666666,Submission,1,True,154,Mike Maestas,1,1.0,Submission,1,True,189,Submission,1.0
Carrington Banks,10,0.8,TKO,2,True,317,Chris Brown,3,0.3333333333333333,Submission,3,False,2953,Split Decision,1.0
Carrington Banks,4,1.0,Split Decision,3,True,294,C.J. Keith,2,0.5,Submission,2,False,1245,Split Decision,1.0
Carrington Banks,9,0.7777777777777778,KO,2,False,145,David Alex Duarte,1,0.0,Submission,2,False,1362,TKO,1.0
Carrington Banks,5,1.0,Split Decision,3,True,155,Jake Roberts,12,1.0,TKO,1,True,85,Split Decision,1.0
Carrington Banks,3,1.0,Split Decision,3,True,902,Justin Reiswerg,12,0.6666666666666666,Submission,2,False,287,Split Decision,1.0
Goiti Yamauchi,35,0.8857142857142857,Submission,1,True,86,Daron Cruickshank,14,0.6428571428571429,Split Decision,3,False,210,Submission,1.0
Goiti Yamauchi,33,0.8787878787878788,Split Decision,3,False,314,Daniel Weichel,51,0.803921568627451,Split Decision,5,False,139,Split Decision,1.0
Goiti Yamauchi,29,0.896551724137931,Split Decision,3,False,231,Ryan Couture,19,0.7894736842105263,KO,1,False,266,Submission,1.0
Goiti Yamauchi,27,0.9259259259259259,Submission,1,True,399,Isao Kobayashi,3,1.0,TKO,3,True,572,Submission,1.0
Goiti Yamauchi,25,0.92,Split Decision,3,False,78,Mike Richman,4,0.5,TKO,1,True,196,Split Decision,1.0
Goiti Yamauchi,19,0.9473684210526315,Split Decision,3,True,106,Jurandir Sardinha,2,0.5,Split Decision,3,True,519,Split Decision,1.0
Goiti Yamauchi,17,0.9411764705882353,Submission,1,True,21,Gustavo Wurlitzer,16,0.5625,Submission,1,False,175,Submission,1.0
Goiti Yamauchi,15,0.9333333333333333,Submission,1,True,202,Juliano Wandalen,10,0.8,Submission,1,True,139,Submission,1.0
Goiti Yamauchi,11,1.0,Submission,1,True,24,Tiago Sartori,2,1.0,Submission,3,True,115,Submission,1.0
Goiti Yamauchi,30,0.9,Submission,1,True,50,Valeriu Mircea,21,0.8571428571428571,KO,1,True,35,Submission,1.0
Goiti Yamauchi,28,0.9285714285714286,Submission,3,True,133,Bubba Jenkins,2,1.0,TKO,2,True,252,Split Decision,0.0
Goiti Yamauchi,26,0.9230769230769231,Split Decision,3,True,125,Martin Stapleton,17,0.7647058823529411,Submission,1,True,90,Submission,1.0
Goiti Yamauchi,22,0.9545454545454546,Submission,1,True,133,Musa Toliver,2,0.5,Submission,1,False,344,Submission,1.0
Goiti Yamauchi,20,0.95,Split Decision,3,True,41,Diego Marlon,2,0.5,Submission,1,False,537,Submission,1.0
Goiti Yamauchi,18,0.9444444444444444,Submission,1,True,76,Ivan Sousa,30,0.6333333333333333,Submission,1,True,76,Split Decision,1.0
Goiti Yamauchi,16,0.9375,Submission,1,True,64,Dymitry Damianny,1,1.0,Split Decision,3,True,442,Submission,1.0
Goiti Yamauchi,12,1.0,Submission,2,True,39,Rodrigo Cavalheiro Correia,4,0.75,TKO,1,False,42,Split Decision,0.0
Goiti Yamauchi,10,1.0,Submission,1,True,105,Arivaldo Lima da Silva,1,1.0,Split Decision,0,True,1554,Submission,1.0
Ray Wood,17,0.7058823529411765,Split Decision,3,False,105,Anselmo Luis Luna Jr.,5,0.6,TKO,1,True,840,Split Decision,0.0
Ray Wood,7,0.8571428571428571,TKO,3,True,78,Ahsan Abdullah,1,0.0,TKO,1,False,462,Submission,1.0
Ray Wood,16,0.75,Split Decision,3,False,197,Alexandre Bezerra,3,0.6666666666666666,Split Decision,5,False,281,Split Decision,0.0
Ray Wood,12,0.8333333333333334,Split Decision,3,True,197,Chris Jones,3,0.6666666666666666,TKO,1,False,728,TKO,1.0
Ray Wood,10,0.9,TKO,2,True,154,Anthony Morrison,3,0.3333333333333333,Submission,1,False,2205,Submission,0.0
Ray Wood,8,0.875,Submission,2,True,55,Lenny Wheeler,1,1.0,TKO,1,True,1504,Submission,1.0
Salvador Becerra,2,1.0,TKO,2,True,91,Mike Ryan,1,0.0,Submission,1,False,385,Submission,1.0
Salvador Becerra,11,0.8181818181818182,Split Decision,3,True,84,Ignacio Bahamondes,12,0.8333333333333334,Split Decision,5,True,252,Split Decision,1.0
Tristan Arenal,5,0.8,Submission,1,True,141,Ji Ho Hwang,5,0.6,KO,1,True,112,KO,1.0
James Terry,22,0.6363636363636364,Split Decision,3,False,232,Chris Herrera,1,1.0,KO,2,True,141,TKO,1.0
James Terry,20,0.65,Split Decision,3,False,106,Daniel McWilliams,36,0.3055555555555556,TKO,3,False,49,TKO,1.0
James Terry,16,0.6875,Split Decision,3,False,392,Mike de la Torre,1,1.0,TKO,1,True,1946,Submission,0.0
James Terry,14,0.7857142857142857,KO,1,True,106,Nah-Shon Burrell,11,0.9090909090909091,TKO,2,True,148,Split Decision,0.0
James Terry,12,0.8333333333333334,KO,1,True,84,Caros Fodor,13,0.7692307692307693,TKO,3,True,84,Split Decision,0.0
James Terry,10,0.8,Split Decision,3,True,112,Lucas Gamaza,1,1.0,Split Decision,3,True,1043,TKO,1.0
James Terry,8,0.875,TKO,1,True,195,Tarec Saffiedine,9,0.7777777777777778,Split Decision,3,False,124,Split Decision,0.0
James Terry,2,1.0,Split Decision,3,True,105,Tony Juarez,1,0.0,TKO,1,False,344,TKO,1.0
James Terry,27,0.6666666666666666,Split Decision,3,True,91,J.C. Llamas,4,0.5,Submission,1,True,198,Split Decision,1.0
James Terry,25,0.64,Submission,1,False,148,Randall Wallace,19,0.6842105263157895,TKO,4,False,203,Split Decision,1.0
James Terry,23,0.6521739130434783,TKO,1,True,105,Carlos Eduardo Rocha,2,0.5,TKO,3,False,805,TKO,1.0
James Terry,21,0.6666666666666666,TKO,1,True,90,Andre Santos,45,0.8,KO,2,True,356,Split Decision,0.0
James Terry,19,0.6842105263157895,TKO,3,True,125,Rick Reeves,5,0.8,Split Decision,3,False,1329,Split Decision,0.0
James Terry,17,0.6470588235294118,Submission,1,False,140,Marcus Gaines,12,0.25,Split Decision,3,False,91,TKO,1.0
James Terry,15,0.7333333333333333,Split Decision,3,False,133,Bobby Green,8,0.625,Split Decision,3,False,294,Split Decision,0.0
James Terry,13,0.7692307692307693,Split Decision,3,False,91,Magno Almeida,4,0.75,Submission,1,True,406,KO,1.0
James Terry,11,0.8181818181818182,TKO,1,True,62,Josh Thornburg,2,0.5,Split Decision,3,False,27,KO,1.0
James Terry,5,1.0,Split Decision,3,True,224,Jeremiah Metcalf,5,0.4,KO,1,True,91,Submission,0.0
James Terry,3,1.0,TKO,1,True,84,Jack Montgomery,1,1.0,Submission,1,True,210,Split Decision,1.0
James Terry,1,1.0,Split Decision,3,True,84,Josh McDonald,2,0.5,Split Decision,3,True,79,Split Decision,1.0
Brandon Girtz,24,0.6666666666666666,Split Decision,3,True,329,Myles Jury,12,0.5833333333333334,Split Decision,3,False,147,Split Decision,0.0
Brandon Girtz,20,0.7,Split Decision,3,False,133,Derek Campos,24,0.75,Split Decision,3,True,174,TKO,0.0
Brandon Girtz,12,0.75,Split Decision,3,False,107,Poppies Martinez,2,0.0,Submission,1,False,1183,Submission,1.0
Brandon Girtz,8,0.875,Submission,2,True,197,Mike Plazola,1,0.0,Submission,1,False,413,Submission,1.0
Brandon Girtz,4,1.0,Split Decision,3,True,191,Drew Dober,7,0.8571428571428571,Split Decision,3,False,62,Split Decision,1.0
Brandon Girtz,21,0.6666666666666666,TKO,2,False,148,Luka Jelcic,1,0.0,TKO,2,False,1506,TKO,1.0
Brandon Girtz,19,0.7368421052631579,Split Decision,3,False,104,Fernando Gonzalez,39,0.6410256410256411,Split Decision,3,False,104,Split Decision,0.0
Brandon Girtz,17,0.7647058823529411,Split Decision,3,True,84,Derek Campos,20,0.75,Submission,1,False,154,TKO,1.0
Brandon Girtz,15,0.7333333333333333,KO,2,False,189,Benny Madrid,1,1.0,TKO,2,True,525,TKO,1.0
Brandon Girtz,13,0.7692307692307693,Submission,1,True,14,Mike Estus,2,1.0,Submission,1,True,321,Submission,1.0
Brandon Girtz,11,0.8181818181818182,Split Decision,3,True,222,Derek Campos,14,0.7857142857142857,Submission,3,True,39,Split Decision,0.0
Brandon Girtz,7,0.8571428571428571,Submission,1,True,90,Bobby Ferrier,1,0.0,Submission,1,False,90,Submission,1.0
Brandon Girtz,5,1.0,Split Decision,3,True,183,Alvin Robinson,4,0.75,Decision - Unanimous,3,True,938,Submission,0.0
Mario Soto,9,0.7777777777777778,Split Decision,3,True,553,Clay Baines,2,0.0,TKO,1,False,588,Submission,1.0
Mario Soto,8,0.75,Submission,2,False,155,Danny Ramirez,1,1.0,TKO,2,True,210,Split Decision,1.0
Mario Soto,2,1.0,Submission,1,True,35,Chris Deluna,2,0.5,Submission,1,False,161,Submission,1.0
Andrew Ramm,13,0.7692307692307693,Split Decision,3,False,182,Ozzie Alvarez,1,0.0,Split Decision,3,False,156,Split Decision,0.0
Andrew Ramm,11,0.8181818181818182,Split Decision,3,False,133,Nick Reale,1,0.0,Submission,1,False,1680,Submission,1.0
Andrew Ramm,7,1.0,Submission,1,True,21,C.J. Marsh,2,1.0,TKO,1,True,588,KO,0.0
Andrew Ramm,3,1.0,Submission,1,True,21,Ardany Mora,1,0.0,Split Decision,3,False,385,Split Decision,1.0
Andrew Ramm,12,0.8333333333333334,Submission,1,True,57,Andre Ricardo Chaves Santos,6,0.6666666666666666,TKO,2,False,192,Split Decision,0.0
Terry House Jr.,16,0.5,TKO,2,True,56,Mike Santiago,3,1.0,TKO,1,True,440,Submission,0.0
Terry House Jr.,8,0.375,Submission,1,False,77,Ryan McIntosh,1,0.0,TKO,1,False,1282,Submission,0.0
Terry House Jr.,23,0.391304347826087,Submission,2,False,511,Aleksandar Rajacic,1,1.0,Submission,1,True,1400,Submission,0.0
Terry House Jr.,21,0.42857142857142855,Submission,1,False,588,Guillermo Serment,1,0.0,Submission,2,False,1659,Submission,0.0
Terry House Jr.,19,0.42105263157894735,Submission,2,False,56,Matthew Perry,1,0.0,Split Decision,3,False,686,TKO,1.0
Terry House Jr.,13,0.38461538461538464,Split Decision,3,False,63,Henry Goonen,1,0.0,Split Decision,3,False,308,TKO,1.0
Terry House Jr.,1,1.0,TKO,1,True,43,Ryan Storey,1,1.0,Split Decision,3,True,168,Submission,0.0
Maurice    Jackson,6,0.8333333333333334,Split Decision,3,True,210,Armando Montoya Jr.,6,0.16666666666666666,KO,2,False,329,TKO,1.0
Maurice    Jackson,4,0.75,TKO,2,True,560,Armando Montoya Jr.,5,0.2,KO,2,False,722,KO,1.0
Maurice    Jackson,2,0.5,TKO,3,False,70,Carlos Ortega,1,0.0,Split Decision,3,False,3495,Split Decision,1.0
Maurice    Jackson,7,0.8571428571428571,TKO,2,True,279,Andrew Kapel,17,0.6470588235294118,Submission,1,True,146,Submission,0.0
Maurice    Jackson,5,0.8,KO,2,True,119,Billy Colon,2,0.0,TKO,1,False,266,Split Decision,1.0
Maurice    Jackson,1,1.0,Split Decision,3,True,86,Rigo Oropeza,3,0.6666666666666666,Split Decision,3,False,483,TKO,0.0
Muslim Salikhov,8,0.875,TKO,1,True,182,Kurbanjiang Tuluosibake,2,0.5,TKO,1,True,485,TKO,1.0
Muslim Salikhov,4,0.75,Split Decision,3,True,235,Filip Kotarlic,2,1.0,TKO,1,True,413,KO,1.0
Muslim Salikhov,15,0.9333333333333333,KO,1,True,49,Laureano Staropoli,1,1.0,Decision - Unanimous,3,True,343,Split Decision,1.0
Muslim Salikhov,11,0.9090909090909091,Submission,1,True,153,Ivan Jorge,33,0.7575757575757576,Split Decision,3,True,104,KO,1.0
Muslim Salikhov,9,0.8888888888888888,TKO,1,True,77,Artem Shokalo,34,0.5882352941176471,Split Decision,2,True,43,KO,1.0
Muslim Salikhov,5,0.8,KO,1,True,360,Victor Sckoteski,1,1.0,Split Decision,3,True,66,TKO,1.0
Muslim Salikhov,3,0.6666666666666666,Submission,1,False,115,Deyan Topalski,9,0.8888888888888888,Split Decision,3,True,250,Split Decision,1.0
Gesias Cavalcante,37,0.6486486486486487,TKO,3,False,147,Erivan Pereira Silva,12,0.9166666666666666,Split Decision,3,True,118,KO,0.0
Gesias Cavalcante,35,0.6857142857142857,Split Decision,3,True,168,Kurt Holobaugh,21,0.8095238095238095,Submission,3,True,168,TKO,0.0
Gesias Cavalcante,30,0.7,TKO,1,False,140,Tyson Griffin,17,0.7058823529411765,Split Decision,3,True,281,TKO,1.0
Gesias Cavalcante,28,0.7142857142857143,KO,3,False,126,T.J. O'Brien,3,1.0,Submission,1,True,841,Submission,1.0
Gesias Cavalcante,24,0.7916666666666666,Split Decision,3,False,252,Justin Wilcox,15,0.8,TKO,1,True,78,No Contest,0.0
Gesias Cavalcante,22,0.8181818181818182,Split Decision,2,False,410,Katsunori Kikuno,2,0.5,KO,1,True,110,Split Decision,1.0
Gesias Cavalcante,20,0.9,No Contest,1,False,45,Shinya Aoki,9,0.7777777777777778,No Contest,1,True,45,Split Decision,0.0
Gesias Cavalcante,17,0.9411764705882353,TKO,1,True,107,Andre Amado,1,1.0,KO,1,True,912,Submission,1.0
Gesias Cavalcante,16,0.9375,Submission,1,True,236,Nam Phan,15,0.8,Split Decision,3,False,176,TKO,1.0
Gesias Cavalcante,12,0.9166666666666666,KO,1,True,151,Hidetaka Monma,16,0.75,Submission,1,True,228,TKO,1.0
Gesias Cavalcante,9,0.8888888888888888,Submission,1,True,28,Cengiz Dana,9,0.6666666666666666,TKO,2,True,21,Submission,1.0
Gesias Cavalcante,7,0.8571428571428571,Split Decision,3,False,50,Sebastian Korschilgen,2,0.5,Submission,1,True,28,Submission,1.0
Gesias Cavalcante,3,1.0,Split Decision,3,True,56,Joe Lauzon,4,0.5,Split Decision,3,False,56,Submission,1.0
Gesias Cavalcante,36,0.6666666666666666,TKO,4,False,182,Alan Omer,4,0.25,Submission,3,False,881,TKO,0.0
Gesias Cavalcante,34,0.6764705882352942,Submission,4,False,119,Robert Turnquest,2,0.5,Split Decision,5,True,405,Split Decision,1.0
Gesias Cavalcante,32,0.6875,TKO,2,False,706,Pat Healy,57,0.631578947368421,Split Decision,3,True,98,KO,1.0
Gesias Cavalcante,29,0.7241379310344828,Submission,1,True,140,Justin Gaethje,14,1.0,TKO,2,True,127,TKO,0.0
Gesias Cavalcante,27,0.7407407407407407,Split Decision,3,False,42,Luis Palomino,9,0.6666666666666666,Split Decision,3,True,78,KO,0.0
Gesias Cavalcante,25,0.76,No Contest,2,False,42,Bobby Green,7,0.7142857142857143,Split Decision,5,True,100,Split Decision,1.0
Gesias Cavalcante,23,0.8260869565217391,Split Decision,2,True,91,Josh Thomson,22,0.8181818181818182,Submission,3,True,105,Split Decision,0.0
Gesias Cavalcante,21,0.8571428571428571,Split Decision,2,False,392,Tatsuya Kawajiri,28,0.8214285714285714,Submission,1,True,79,Split Decision,0.0
Gesias Cavalcante,19,0.9473684210526315,TKO,1,True,180,Shinya Aoki,8,0.75,Submission,1,True,440,No Contest,0.0
Gesias Cavalcante,17,0.9411764705882353,TKO,1,True,107,Vitor Ribeiro,9,0.8888888888888888,Submission,1,True,282,TKO,1.0
Gesias Cavalcante,14,0.9285714285714286,KO,1,True,65,Caol Uno,13,0.6153846153846154,Submission,2,True,65,Split Decision,1.0
Gesias Cavalcante,11,0.9090909090909091,Split Decision,3,True,245,Michihiro Omigawa,1,0.0,KO,1,False,195,KO,1.0
Gesias Cavalcante,10,0.9,Submission,3,True,105,Henry Matamoros,8,0.5,Split Decision,3,False,169,Split Decision,1.0
Gesias Cavalcante,8,0.875,Submission,1,True,77,Bart Palaszewski,2,0.5,Submission,1,True,351,Submission,1.0
Gesias Cavalcante,6,1.0,Submission,1,True,111,Joachim Hansen,9,0.7777777777777778,TKO,2,True,102,Split Decision,0.0
Gesias Cavalcante,2,1.0,Split Decision,5,True,98,Joe Lauzon,3,0.6666666666666666,Submission,1,True,15,Split Decision,1.0
Ross Pearson,28,0.6428571428571429,Split Decision,3,False,476,Davy Gallon,8,0.5,TKO,2,True,238,KO,0.0
Ross Pearson,27,0.6666666666666666,KO,2,False,413,John Makdessi,13,0.7692307692307693,Split Decision,3,True,224,Split Decision,0.0
Ross Pearson,26,0.6923076923076923,Split Decision,3,False,203,Dan Hooker,6,0.5,Decision - Unanimous,3,False,196,KO,0.0
Ross Pearson,23,0.7391304347826086,Split Decision,3,False,70,Gray Maynard,18,0.7222222222222222,TKO,1,False,259,TKO,1.0
Ross Pearson,19,0.7368421052631579,KO/TKO,3,True,1,George Sotiropoulos,17,0.6470588235294118,KO/TKO,3,False,1,TKO,1.0
Ross Pearson,17,0.7058823529411765,Decision - Unanimous,3,True,1,Spencer Fisher,23,0.7391304347826086,Decision - Unanimous,3,False,1,Split Decision,1.0
Ross Pearson,10,0.7,Submission,1,True,126,Abdul Mohamed,21,0.7142857142857143,Submission,1,False,160,Split Decision,0.0
Ross Pearson,8,0.625,Submission,1,True,20,Aidan Marron,20,0.65,Split Decision,3,False,28,Submission,1.0
Ross Pearson,6,0.5,Submission,1,True,77,Mark Spencer,7,0.2857142857142857,TKO,2,False,588,TKO,1.0
Ross Pearson,2,0.0,Submission,0,False,1014,Will Burke,1,0.0,TKO,2,False,406,Split Decision,1.0
Ross Pearson,13,0.6923076923076923,Submission,1,True,11,Jason Dent,3,1.0,Submission,2,True,11,Split Decision,1.0
Ross Pearson,24,0.75,TKO,2,True,826,Steven Ray,28,0.7857142857142857,Split Decision,3,False,56,Split Decision,0.0
