R_Fighter,R_Total_Fights,R_Win_Percentage,R_Method_1_prev,R_Rounds_1_prev,R_Winner_1_prev,R_Prev_Fight_days,B_Fighter,B_Total_Fights,B_Win_Percentage,B_Method_1_prev,B_Rounds_1_prev,B_Winner_1_prev,B_Prev_Fight_days,Win_Method,Winner
Artur Korchemny,1,0.0,TKO,1,False,631,Alexander Grebenkin,2,0.0,TKO,1,False,156,Split Decision,0.0
Artur Korchemny,8,0.125,Submission,1,False,63,Alexander Grebenkin,3,0.3333333333333333,Split Decision,2,True,1393,Split Decision,1.0
Artur Korchemny,6,0.16666666666666666,TKO,2,False,265,Vyacheslav Vasilevsky,5,0.8,TKO,2,True,194,Submission,0.0
Artur Korchemny,2,0.0,Split Decision,2,False,119,Said Khalilov,11,0.6363636363636364,TKO,2,True,7,TKO,0.0
Arsen Magomedov,1,1.0,Submission,1,True,268,Gasan Umalatov,8,0.875,Submission,2,True,28,Submission,0.0
Rustam Abdurapov,10,0.6,Split Decision,3,True,8,Abdulsupyan Alikhanov,8,0.75,Split Decision,3,True,82,TKO,0.0
Rustam Abdurapov,6,0.5,TKO,1,True,84,Alexei Belyaev,4,0.5,Split Decision,4,True,126,Submission,0.0
Rustam Abdurapov,4,0.5,Submission,2,False,182,Alexei Belyaev,3,0.3333333333333333,Submission,2,False,77,Split Decision,0.0
Ramazan Emeev,20,0.8,Split Decision,3,False,259,Niklas Stolze,2,1.0,Split Decision,3,True,469,Split Decision,1.0
Ramazan Emeev,14,0.7857142857142857,TKO,4,False,215,Vyacheslav Vasilevsky,28,0.9285714285714286,Split Decision,3,True,140,Submission,1.0
Ramazan Emeev,10,0.8,Submission,2,True,215,Albert Duraev,4,0.75,KO,2,False,112,KO,1.0
Ramazan Emeev,8,0.75,Submission,1,True,74,Murad Magomedov,4,0.5,Submission,2,True,426,Split Decision,1.0
Ramazan Emeev,6,0.6666666666666666,Submission,1,True,28,Artur Kadlubek,4,0.0,Submission,1,False,169,Split Decision,1.0
Ramazan Emeev,4,0.75,Submission,1,True,34,Mukhamed Aushev,15,0.7333333333333333,Submission,1,True,48,Split Decision,0.0
Ramazan Emeev,2,0.5,Submission,1,True,266,Alexei Nazarov,2,0.5,Split Decision,3,False,286,Split Decision,1.0
Ramazan Emeev,19,0.8421052631578947,Split Decision,3,True,546,Anthony Rocco Martin,17,0.8235294117647058,Split Decision,3,False,133,Split Decision,0.0
Ramazan Emeev,18,0.8333333333333334,Split Decision,3,True,519,Alberto Mina,2,1.0,TKO,1,True,1358,Split Decision,1.0
Ramazan Emeev,13,0.8461538461538461,KO,3,True,516,Vyacheslav Vasilevsky,26,0.9230769230769231,TKO,1,True,29,TKO,0.0
Ramazan Emeev,5,0.6,Split Decision,2,False,64,Denis Gunich,5,0.8,TKO,1,True,62,Submission,1.0
Arbi Agujev,36,0.6944444444444444,TKO,1,False,227,Evgeny Belyaev,2,0.5,KO,1,True,1235,Split Decision,1.0
Arbi Agujev,34,0.7352941176470589,Split Decision,3,True,294,Elias Silverio,7,0.5714285714285714,Split Decision,3,False,201,Split Decision,0.0
Arbi Agujev,32,0.71875,Split Decision,3,True,70,Marcelo Alfaya,27,0.6666666666666666,KO,1,False,119,KO,1.0
Arbi Agujev,30,0.7,No Contest,2,False,112,Andy DeVent,7,0.7142857142857143,KO,1,True,63,TKO,1.0
Arbi Agujev,24,0.75,Submission,1,True,77,Mateusz Strzelczyk,4,0.25,KO,1,False,14,Submission,1.0
Arbi Agujev,22,0.7272727272727273,TKO,1,True,21,David Ramires,2,1.0,TKO,1,True,70,Submission,1.0
Arbi Agujev,18,0.6666666666666666,Submission,1,True,146,Artur Kadlubek,7,0.14285714285714285,Submission,1,False,350,Submission,1.0
Arbi Agujev,12,0.5833333333333334,Submission,1,False,6,Laszlo Soltesz,18,0.8888888888888888,Submission,2,True,48,Submission,1.0
Arbi Agujev,10,0.6,Submission,1,True,47,Victor Kuku,13,0.6153846153846154,KO,1,True,77,Submission,1.0
Arbi Agujev,6,0.5,TKO,1,False,100,Yan Cabral,2,1.0,Submission,1,True,120,Submission,0.0
Arbi Agujev,35,0.7142857142857143,Split Decision,3,False,307,Rafal Haratyk,14,0.7857142857142857,Split Decision,3,True,349,TKO,0.0
Arbi Agujev,31,0.7096774193548387,TKO,1,True,189,Adam Townsend,1,0.0,Split Decision,3,False,1618,Split Decision,1.0
Arbi Agujev,29,0.7241379310344828,TKO,4,False,246,Patrik Kincl,23,0.6521739130434783,Split Decision,3,True,301,No Contest,0.0
Arbi Agujev,27,0.7407407407407407,Split Decision,3,True,182,Antoni Chmielewski,12,0.6666666666666666,TKO,3,False,162,TKO,1.0
Arbi Agujev,25,0.76,Submission,1,True,76,Josip Artukovic,13,0.7692307692307693,Submission,1,True,299,No Contest,0.0
Arbi Agujev,23,0.7391304347826086,Submission,1,True,175,Tomi  Oros,1,0.0,Submission,1,False,197,Submission,1.0
Arbi Agujev,19,0.6842105263157895,Submission,1,True,133,Andor Filo,4,0.25,KO,1,False,728,Submission,1.0
Arbi Agujev,15,0.6666666666666666,Submission,1,True,186,Murad Abdulaev,1,1.0,Split Decision,2,True,388,Split Decision,0.0
Arbi Agujev,11,0.6363636363636364,Submission,1,True,94,Lubomir Guedjev,22,0.5454545454545454,Submission,1,True,15,Submission,0.0
Arbi Agujev,9,0.5555555555555556,Submission,1,True,91,Ivan Kosov,4,0.25,Submission,1,False,49,Submission,1.0
Arbi Agujev,7,0.42857142857142855,Submission,2,False,132,Markus Di Gallo,1,0.0,Split Decision,3,False,572,TKO,1.0
Arbi Agujev,5,0.6,KO,1,True,160,Andre Reinders,20,0.6,Split Decision,3,False,154,TKO,0.0
Arbi Agujev,2,0.5,TKO,1,False,35,Miodrag Petkovic,32,0.75,Submission,1,True,21,TKO,0.0
Adam Zajac,11,0.8181818181818182,TKO,1,True,399,Abdul-Rahman Dzhanaev,7,0.8571428571428571,Split Decision,3,True,140,TKO,0.0
Adam Zajac,4,1.0,Split Decision,2,True,322,Tomasz Kondraciuk,2,0.5,Submission,2,True,434,Split Decision,1.0
Adam Zajac,2,1.0,TKO,1,True,112,Piotr Muszynski,2,1.0,Split Decision,2,True,328,TKO,1.0
Adam Zajac,10,0.8,TKO,1,False,252,Shamkhan Barakhanov,2,1.0,Split Decision,3,True,295,TKO,1.0
Adam Zajac,6,0.8333333333333334,Split Decision,3,False,695,Ireneusz Cholewa,1,1.0,Split Decision,3,True,77,TKO,1.0
Adam Zajac,5,1.0,Split Decision,2,True,67,Tomas Kuzela,28,0.5,Submission,1,False,32,Split Decision,0.0
Adam Zajac,3,1.0,TKO,1,True,78,Artur Kadlubek,2,0.0,Submission,2,False,267,Split Decision,1.0
Maxim Shvets,18,0.8333333333333334,Split Decision,5,True,296,Flavio Pina de Sousa,20,0.85,Split Decision,5,True,164,Submission,1.0
Maxim Shvets,17,0.8235294117647058,TKO,1,True,105,Ibragim Tibilov,20,0.6,Submission,3,False,309,Split Decision,1.0
Maxim Shvets,15,0.8,KO,1,True,140,Dimitry Zebroski,23,0.6086956521739131,Split Decision,3,True,316,Split Decision,1.0
Maxim Shvets,13,0.8461538461538461,Split Decision,3,True,146,Ibragim Tibilov,17,0.6470588235294118,TKO,1,False,104,Split Decision,0.0
Maxim Shvets,7,0.8571428571428571,Split Decision,2,True,134,Aleksander Boyko,14,0.5714285714285714,Submission,1,False,42,TKO,1.0
Maxim Shvets,1,1.0,Split Decision,2,True,67,Yuri Pilipchuk,1,0.0,Submission,1,False,2757,Submission,0.0
Maxim Shvets,19,0.8421052631578947,Submission,2,True,215,Leandro Silva,30,0.7666666666666667,TKO,2,True,114,Split Decision,1.0
Maxim Shvets,14,0.7857142857142857,Split Decision,3,False,218,Denis Genyuk,15,0.6,KO,1,True,459,KO,1.0
Maxim Shvets,12,0.8333333333333334,Submission,2,False,232,Boris Miroshnichenko,22,0.6818181818181818,TKO,3,False,238,Split Decision,1.0
Maxim Shvets,10,0.9,Split Decision,3,True,72,Umar Vakhaev,3,1.0,Submission,1,True,273,Split Decision,1.0
Maxim Shvets,8,0.875,TKO,2,True,210,Alexander Nikishenko,4,0.25,Submission,1,False,169,Split Decision,1.0
Albert Duraev,15,0.8,TKO,1,True,259,Piotr Strus,6,0.6666666666666666,Split Decision,3,True,112,Split Decision,1.0
Albert Duraev,14,0.7857142857142857,Submission,2,True,126,Vyacheslav Vasilevsky,37,0.8648648648648649,TKO,2,True,137,TKO,1.0
Albert Duraev,12,0.75,Submission,5,True,237,Michail Tsarev,34,0.8529411764705882,Submission,1,True,84,TKO,1.0
Albert Duraev,10,0.7,Submission,3,True,58,Sergey Khandozhko,22,0.9545454545454546,TKO,1,True,58,Split Decision,1.0
Albert Duraev,6,0.6666666666666666,TKO,2,True,101,Melvin van Suijdam,3,0.6666666666666666,Split Decision,2,True,734,Submission,1.0
Albert Duraev,2,1.0,Submission,1,True,23,Xavier Foupa-Pokam,35,0.5428571428571428,TKO,2,False,267,Submission,1.0
Albert Duraev,11,0.7272727272727273,Split Decision,3,True,90,Ustarmagomed Gadzhidaudov,8,0.875,Split Decision,3,True,90,Submission,1.0
Albert Duraev,9,0.6666666666666666,Submission,1,True,76,Patrik Kincl,19,0.631578947368421,TKO,1,True,188,Submission,1.0
Albert Duraev,5,0.6,KO,1,False,251,Julio Cesar Alves,15,0.6666666666666666,Submission,3,False,109,TKO,1.0
Albert Duraev,1,1.0,Submission,1,True,30,Ali Akhmedov,1,0.0,Submission,1,False,209,Submission,1.0
Islam Yashaev,8,0.625,Split Decision,2,True,349,Nursultan Ruziboev,7,0.8571428571428571,Submission,1,True,48,Submission,0.0
Magomed Ismailov,18,0.8888888888888888,Split Decision,3,True,301,Aleksander Emelianenko,4,0.5,TKO,1,True,2577,TKO,1.0
Magomed Ismailov,16,0.875,TKO,1,True,393,Vyacheslav Vasilevsky,39,0.8461538461538461,TKO,1,True,154,KO,1.0
Magomed Ismailov,15,0.8666666666666667,TKO,1,True,147,Ildemar Alcantara,15,0.6666666666666666,Split Decision,3,True,96,TKO,1.0
Magomed Ismailov,13,0.8461538461538461,TKO,1,True,160,Alexandru Iantoc,2,0.5,Submission,1,True,77,TKO,1.0
Magomed Ismailov,11,0.8181818181818182,Submission,1,True,36,Ibragim Tibilov,15,0.7333333333333333,TKO,1,True,185,Split Decision,1.0
Magomed Ismailov,5,0.8,Submission,1,True,76,Niko Lohmann,14,0.35714285714285715,Submission,1,False,210,TKO,1.0
Magomed Ismailov,17,0.8823529411764706,KO,1,True,153,Artem Frolov,13,0.9230769230769231,KO,2,True,146,Split Decision,1.0
Magomed Ismailov,14,0.8571428571428571,TKO,1,True,448,David Vasic,1,1.0,TKO,1,True,1427,TKO,1.0
Magomed Ismailov,10,0.8,Submission,1,True,384,Mikhail Bureshkin,2,0.0,Split Decision,2,False,475,Submission,1.0
Magomed Ismailov,8,0.875,Split Decision,3,True,70,Xavier Foupa-Pokam,43,0.5813953488372093,Submission,1,True,112,Split Decision,0.0
Magomed Ismailov,6,0.8333333333333334,TKO,1,True,63,Gerardo Julio Gallegos,4,0.75,TKO,2,True,211,Split Decision,1.0
Rustam Gadzhiev,12,0.6666666666666666,Submission,1,False,62,Timur Shidov,7,0.42857142857142855,Submission,1,False,200,Submission,1.0
Rustam Gadzhiev,10,0.7,Split Decision,3,True,335,Emil Rozewski,1,0.0,Split Decision,3,False,343,Submission,1.0
Rustam Gadzhiev,8,0.625,Submission,3,False,43,Rustam Khudoydodov,7,0.7142857142857143,TKO,3,True,168,Split Decision,1.0
Rustam Gadzhiev,4,0.75,TKO,1,True,391,Alexander Nikishenko,1,1.0,TKO,2,True,189,KO,1.0
Rustam Gadzhiev,1,1.0,Split Decision,1,True,14,Mikhail Kolobegov,3,0.6666666666666666,TKO,1,True,14,Split Decision,1.0
Rustam Gadzhiev,13,0.6923076923076923,Submission,2,True,212,Ali Eskiev,10,0.8,Split Decision,3,True,224,Submission,0.0
Rustam Gadzhiev,9,0.6666666666666666,Split Decision,3,True,120,Vyacheslav Ten,17,0.7058823529411765,TKO,1,True,29,Split Decision,1.0
Rustam Gadzhiev,7,0.7142857142857143,Split Decision,3,True,175,Michal Wiencek,1,1.0,Split Decision,3,True,287,Submission,0.0
Rustam Gadzhiev,3,0.6666666666666666,Submission,3,False,147,Renat Lyatifov,16,0.4375,Submission,1,True,58,TKO,1.0
Jan Zdansky,7,0.5714285714285714,Submission,1,False,251,Marek Pilar,1,0.0,TKO,1,False,1189,Submission,1.0
Jan Zdansky,3,0.6666666666666666,Split Decision,3,True,32,Adam Sindelar,1,0.0,Submission,1,False,424,TKO,1.0
Jan Zdansky,6,0.6666666666666666,TKO,1,False,134,Mikhail Kolobegov,1,0.0,Split Decision,2,False,498,Submission,0.0
Alexey Katukov,2,0.0,Submission,2,False,158,Nikolay Syutkin,1,1.0,Submission,2,True,158,Submission,0.0
Marcel Stamps,9,0.7777777777777778,Submission,1,True,69,Jared Gooden,2,0.5,Split Decision,3,False,1139,Submission,0.0
Marcel Stamps,6,0.8333333333333334,KO,2,True,509,Chase Gamble,1,0.0,TKO,2,False,362,Submission,0.0
Ignacio Bahamondes,13,0.7692307692307693,Split Decision,3,False,287,Chris Brown,4,0.25,Split Decision,3,False,231,Split Decision,1.0
Ignacio Bahamondes,3,1.0,KO,1,True,91,Preston Parsons,8,0.875,Submission,1,True,34,Submission,0.0
Ignacio Bahamondes,1,1.0,Split Decision,3,True,153,Craig McAlpine,1,0.0,TKO,1,False,672,KO,1.0
Ignacio Bahamondes,4,0.75,Submission,1,False,64,Dion Rizzuto,1,0.0,TKO,1,False,700,TKO,1.0
Philip Rowe,16,0.6875,Submission,2,True,167,Leon Shahbazyan,2,1.0,Submission,1,True,304,TKO,1.0
Philip Rowe,13,0.6153846153846154,Submission,1,True,168,Cole Milani,1,0.0,KO,1,False,1673,TKO,1.0
Philip Rowe,11,0.5454545454545454,Submission,2,True,477,Ian Brofsky,1,0.0,TKO,3,False,629,TKO,1.0
Emre Orun,13,0.38461538461538464,TKO,2,True,98,Socrates Pierre,1,1.0,Submission,2,True,1743,TKO,0.0
Emre Orun,11,0.36363636363636365,TKO,2,True,70,Donald Bush,1,0.0,Split Decision,3,False,1393,Submission,0.0
Emre Orun,9,0.3333333333333333,Submission,1,True,272,Miguel Baeza,2,1.0,TKO,1,True,349,KO,0.0
Rance Jones,12,0.8333333333333334,Split Decision,5,True,217,Robert Turnquest,1,0.0,Split Decision,5,False,217,Split Decision,0.0
Tim Lashley,5,0.2,TKO,1,False,211,Carl Perry,3,0.3333333333333333,Submission,1,False,1058,TKO,0.0
Abdul Razak Alhassan,9,1.0,KO,1,True,907,Mounir Lazzez,4,0.75,TKO,1,True,159,Split Decision,0.0
Abdul Razak Alhassan,8,1.0,TKO,1,True,49,Sabah Homasi,8,0.5,TKO,1,False,49,KO,1.0
Abdul Razak Alhassan,1,1.0,TKO,1,True,104,Matt Jones,13,0.5384615384615384,Split Decision,3,False,119,TKO,1.0
Abdul Razak Alhassan,7,1.0,KO,1,True,378,Sabah Homasi,7,0.5714285714285714,KO,2,True,484,TKO,1.0
Abdul Razak Alhassan,6,1.0,TKO,1,True,36,Charlie Ward,1,0.0,KO,2,False,609,KO,1.0
Kemmyelle Haley,10,0.8,TKO,2,True,169,Jason Norwood,17,0.8235294117647058,Split Decision,3,True,70,TKO,0.0
Kemmyelle Haley,8,0.875,Submission,1,True,112,Marcus Sanchez,1,1.0,TKO,1,True,280,TKO,0.0
Kemmyelle Haley,7,0.8571428571428571,TKO,1,True,91,Anthony Macias,14,0.42857142857142855,Submission,1,True,1330,Submission,1.0
Fernando Torres,6,0.0,Submission,1,False,63,Cody Garlett,1,0.0,Submission,1,False,126,TKO,0.0
Fernando Torres,1,0.0,Submission,2,False,28,Mike Queen,7,0.2857142857142857,Submission,1,False,7,Split Decision,0.0
Jason Morrow,3,0.0,Submission,1,False,126,Ken Hartley,1,0.0,TKO,2,False,1835,TKO,1.0
Tyrone Lyons,7,0.14285714285714285,TKO,1,True,119,Mark Taylor,1,0.0,Submission,2,False,1044,Submission,0.0
Tyrone Lyons,6,0.0,Submission,2,False,434,Thomas Dunlap,1,0.0,Submission,1,False,1142,TKO,1.0
Tyrone Lyons,2,0.0,TKO,1,False,623,Mark Gaches,1,0.0,Submission,1,False,658,TKO,0.0
William Macario,11,0.7272727272727273,TKO,1,True,175,Handesson Ferreira,3,1.0,KO,1,True,307,Split Decision,1.0
William Macario,9,0.7777777777777778,TKO,3,False,120,Matt Dwyer,2,1.0,TKO,2,True,275,KO,0.0
William Macario,10,0.7,KO,1,False,621,Bojan Kosednar,19,0.5263157894736842,KO,1,False,40,TKO,1.0
William Macario,6,1.0,Submission,1,True,343,Leonardo Santos,4,0.5,Split Decision,3,True,749,Submission,0.0
K.J. Noons,20,0.65,KO,1,True,240,Daron Cruickshank,9,0.8888888888888888,Split Decision,3,True,69,No Contest,0.0
K.J. Noons,18,0.6111111111111112,Split Decision,3,False,147,George Sotiropoulos,18,0.6111111111111112,TKO,3,False,308,Split Decision,1.0
K.J. Noons,14,0.7142857142857143,Split Decision,3,False,182,Billy Evangelista,5,0.8,Split Decision,3,False,287,Split Decision,1.0
K.J. Noons,12,0.8333333333333334,TKO,2,True,49,Nick Diaz,23,0.8695652173913043,Submission,1,True,133,Split Decision,0.0
K.J. Noons,10,0.8,Split Decision,2,True,86,Conor Heun,3,0.6666666666666666,TKO,2,True,620,Split Decision,1.0
K.J. Noons,8,0.75,TKO,1,True,217,Yves Edwards,45,0.7333333333333333,KO,1,True,119,TKO,1.0
K.J. Noons,4,0.75,KO,1,True,97,Harris Sarmiento,6,0.16666666666666666,Submission,3,False,202,TKO,1.0
K.J. Noons,2,0.5,TKO,2,True,910,Malik Williams,1,0.0,Submission,1,False,21,TKO,1.0
K.J. Noons,21,0.6190476190476191,No Contest,2,False,169,Alex Oliveira,15,0.7333333333333333,Submission,3,False,70,Submission,0.0
K.J. Noons,19,0.631578947368421,Split Decision,3,True,179,Sam Stout,14,0.6428571428571429,Split Decision,3,True,123,KO,1.0
K.J. Noons,13,0.7692307692307693,Split Decision,5,False,252,Jorge Masvidal,27,0.7777777777777778,Split Decision,3,True,105,Split Decision,0.0
K.J. Noons,11,0.8181818181818182,Split Decision,3,True,66,Jorge Gurgel,8,0.5,Submission,3,False,777,TKO,1.0
K.J. Noons,9,0.7777777777777778,TKO,1,True,646,Andre Amado,3,0.3333333333333333,TKO,1,False,737,Split Decision,1.0
K.J. Noons,5,0.8,TKO,3,True,470,Charles Bennett,7,0.14285714285714285,Submission,1,False,251,KO,0.0
Koffi Adzitso,30,0.6666666666666666,Split Decision,3,True,426,Lucas Montoya,1,1.0,Submission,1,True,1910,Split Decision,0.0
Koffi Adzitso,28,0.6428571428571429,Split Decision,3,False,128,Brad Cox,2,1.0,Split Decision,3,True,469,Split Decision,1.0
Koffi Adzitso,26,0.6538461538461539,Split Decision,3,False,155,Chris Cisneros,16,0.75,TKO,3,False,322,Split Decision,1.0
Koffi Adzitso,22,0.6363636363636364,Split Decision,3,True,62,Lee Doss,4,0.25,TKO,1,True,90,Submission,1.0
Koffi Adzitso,20,0.65,Submission,1,True,132,Quinn Mulhern,11,0.9090909090909091,TKO,1,True,20,Submission,0.0
Koffi Adzitso,18,0.6666666666666666,TKO,1,False,49,Kyacey Uscola,36,0.5555555555555556,Split Decision,3,False,21,TKO,0.0
Koffi Adzitso,29,0.6551724137931034,Split Decision,3,True,112,Washington Nunes da Silva,1,1.0,Split Decision,3,True,1100,Split Decision,1.0
Koffi Adzitso,27,0.6666666666666666,Split Decision,3,True,180,Ben Saunders,18,0.7777777777777778,TKO,1,True,188,Split Decision,0.0
Koffi Adzitso,23,0.6521739130434783,Submission,2,True,98,Kevin Burns,13,0.6923076923076923,Submission,1,True,98,KO,1.0
Koffi Adzitso,21,0.6190476190476191,Submission,2,False,71,Michael Arrant,3,0.3333333333333333,TKO,1,True,280,Split Decision,1.0
Koffi Adzitso,17,0.7058823529411765,TKO,1,True,15,Michael Arrant,2,0.0,KO,1,False,231,TKO,0.0
Koffi Adzitso,13,0.6153846153846154,Submission,2,False,49,Chuck Costello,1,0.0,TKO,1,False,735,TKO,1.0
Koffi Adzitso,9,0.7777777777777778,Submission,1,True,28,Jack Montgomery,8,0.625,Submission,3,False,45,TKO,1.0
Dustin Hazelett,5,0.8,Submission,1,True,28,Junior Assuncao,1,0.0,Split Decision,3,False,448,TKO,0.0
Dustin Hazelett,2,1.0,TKO,1,True,30,Unknown Fighter,6,0.3333333333333333,Disqualification,0,True,50,Submission,0.0
Dustin Hazelett,14,0.7142857142857143,Split Decision,3,True,133,Steven Lynch,1,1.0,TKO,0,True,97,Submission,1.0
Dustin Hazelett,12,0.75,KO,1,True,45,Tony DeSouza,10,0.8,Split Decision,3,True,143,Submission,0.0
Dustin Hazelett,4,0.75,Submission,1,True,237,Jason Ireland,3,1.0,Submission,2,True,573,Submission,1.0
Forrest Petz,34,0.7647058823529411,TKO,1,False,190,Chris Curtis,12,0.75,Split Decision,3,True,602,Split Decision,1.0
Forrest Petz,32,0.78125,TKO,1,True,230,Sergej Juskevic,17,0.6470588235294118,Submission,1,True,315,TKO,1.0
Forrest Petz,30,0.7666666666666667,Split Decision,3,True,84,John Kolosci,7,0.42857142857142855,Submission,1,True,302,TKO,1.0
Forrest Petz,28,0.7857142857142857,Split Decision,3,False,74,Brian Foster,18,0.7777777777777778,Submission,1,False,207,TKO,0.0
Forrest Petz,22,0.8181818181818182,Submission,2,False,190,Victor O'Donnell,2,1.0,Submission,1,True,315,Submission,0.0
Forrest Petz,13,0.8461538461538461,Submission,1,False,86,Butch Hajicek,2,0.0,Submission,1,False,223,Submission,1.0
Forrest Petz,11,0.9090909090909091,KO,1,True,97,Charles Bennett,5,0.2,Submission,1,False,134,Submission,1.0
Forrest Petz,7,1.0,KO,2,True,224,Mike O'Donnell,1,1.0,Submission,2,True,462,TKO,1.0
Forrest Petz,29,0.7586206896551724,TKO,1,False,122,Herbert Goodman,9,0.4444444444444444,KO,1,False,156,Split Decision,1.0
Forrest Petz,25,0.8,TKO,1,True,78,Brendan Seguin,34,0.5294117647058824,Split Decision,3,True,64,Split Decision,1.0
Forrest Petz,23,0.782608695652174,Submission,2,False,56,Tiawan Howard,13,0.7692307692307693,Submission,1,True,239,TKO,1.0
Forrest Petz,21,0.8571428571428571,Split Decision,3,True,111,T.J. Grant,13,0.8461538461538461,Submission,3,True,104,Submission,0.0
Forrest Petz,18,0.8888888888888888,Decision - Unanimous,3,True,231,Kuniyoshi Hironaka,12,0.8333333333333334,TKO,2,True,349,Split Decision,0.0
Forrest Petz,16,0.875,Split Decision,5,True,125,Sam Morgan,25,0.72,Submission,1,True,106,Split Decision,1.0
Forrest Petz,10,0.9,Split Decision,3,False,57,Rhomez Brower,1,0.0,TKO,2,False,28,KO,1.0
Forrest Petz,8,1.0,TKO,1,True,105,Adrian Serrano,67,0.6865671641791045,TKO,1,False,90,Submission,1.0
Forrest Petz,5,1.0,Split Decision,2,True,91,Leo Sylvest,2,0.5,TKO,1,True,21,TKO,1.0
Forrest Petz,4,1.0,Submission,1,True,126,Chris Wells,2,1.0,Submission,1,True,273,Split Decision,1.0
Sam Morgan,26,0.6923076923076923,Split Decision,3,False,350,Sam Jackson,5,0.2,TKO,2,False,124,Submission,1.0
Sam Morgan,17,0.8235294117647058,Split Decision,3,False,62,Akira Kikuchi,3,0.6666666666666666,Split Decision,3,False,207,Submission,0.0
Sam Morgan,15,0.8666666666666667,Submission,2,True,97,Aaron Riley,25,0.8,Submission,1,True,76,Submission,1.0
Sam Morgan,11,0.8181818181818182,Submission,0,True,30,Tom Kirk,1,1.0,KO,1,True,97,Submission,1.0
Sam Morgan,21,0.7619047619047619,KO,1,True,93,Luke Cummo,6,0.6666666666666666,Split Decision,3,True,5,KO,0.0
Sam Morgan,27,0.7037037037037037,Submission,1,True,106,Cung Le,2,1.0,TKO,1,True,343,KO,0.0
Sam Morgan,14,0.8571428571428571,Submission,1,True,35,Alex Gasson,1,0.0,Split Decision,3,False,168,Submission,1.0
Sam Morgan,2,1.0,TKO,2,True,56,Adrian Serrano,52,0.6730769230769231,TKO,1,False,22,Submission,0.0
Brian Wieber,14,0.5714285714285714,TKO,1,True,287,Jarrett Kelton,4,0.25,Submission,2,False,259,Submission,1.0
Brian Wieber,10,0.7,Submission,1,True,14,Jeremy Brown,13,0.6923076923076923,Submission,1,True,28,Submission,0.0
Brian Wieber,15,0.6,Submission,3,True,742,Lee Doss,3,0.0,KO,1,False,252,TKO,0.0
Brian Wieber,13,0.5384615384615384,Submission,1,False,805,Manny Hernandez,1,0.0,TKO,1,False,273,TKO,1.0
Drew Ellisor,7,0.42857142857142855,Submission,1,False,196,Ma'afu Fosita,5,0.4,Split Decision,3,True,21,Split Decision,0.0
Drew Ellisor,10,0.4,Split Decision,3,False,329,Brandon Ploehn,1,0.0,KO,1,False,167,Submission,1.0
Drew Ellisor,6,0.5,Submission,2,True,7,Hank Weiss,25,0.76,Submission,1,True,7,Submission,0.0
Drew Ellisor,2,1.0,Submission,2,True,7,Jeremy Brown,9,0.5555555555555556,Split Decision,0,False,77,Split Decision,0.0
Derek Downey,14,0.7142857142857143,Submission,2,False,265,Craig Kaufmann,1,1.0,Submission,1,True,196,Split Decision,1.0
Derek Downey,8,0.75,TKO,1,True,7,Hank Weiss,26,0.7692307692307693,Submission,1,True,7,TKO,1.0
Derek Downey,6,0.8333333333333334,TKO,1,True,77,Ed Herman,1,1.0,Submission,4,True,49,TKO,0.0
Derek Downey,13,0.7692307692307693,Submission,1,True,85,Nick Catone,6,1.0,TKO,1,True,225,Submission,0.0
Derek Downey,11,0.7272727272727273,Submission,1,True,671,Tim  Panter,2,0.5,Submission,1,True,517,KO,1.0
Derek Downey,9,0.7777777777777778,TKO,1,True,98,Garett Davis,12,0.5,Submission,1,True,113,Submission,0.0
Derek Downey,7,0.7142857142857143,TKO,3,False,651,Ma'afu Fosita,3,0.3333333333333333,Submission,2,False,63,TKO,1.0
Jeremy Brown,11,0.6363636363636364,TKO,1,True,14,Brian Beebe,1,0.0,TKO,1,False,147,Submission,1.0
Matt King,4,0.25,Submission,1,False,7,Chris Kiever,4,1.0,Submission,0,True,43,Submission,0.0
Hank Weiss,50,0.58,Submission,1,True,581,Joe Rodriguez,3,0.3333333333333333,KO,2,False,155,Submission,0.0
Hank Weiss,44,0.5909090909090909,Split Decision,3,True,111,Mike Crisman,3,0.3333333333333333,Split Decision,3,True,83,Split Decision,1.0
Hank Weiss,39,0.5897435897435898,Submission,1,True,35,Kyacey Uscola,32,0.5625,KO,1,False,29,Split Decision,0.0
Hank Weiss,33,0.6363636363636364,Submission,2,False,42,Jacen Flynn,3,1.0,Submission,1,True,50,Submission,0.0
Hank Weiss,31,0.6774193548387096,Submission,1,True,83,Jacen Flynn,2,1.0,Submission,0,True,2576,Submission,0.0
Hank Weiss,27,0.7407407407407407,TKO,1,False,266,Shane Lightle,1,0.0,Submission,1,False,441,Submission,0.0
Hank Weiss,21,0.7619047619047619,Submission,1,True,70,Kyacey Uscola,11,0.7272727272727273,TKO,1,True,14,Submission,1.0
Hank Weiss,17,0.7647058823529411,Submission,1,False,27,Brad Gumm,16,0.625,Split Decision,2,False,28,Submission,1.0
Hank Weiss,15,0.8,Submission,2,True,63,Troy O'Connor,1,1.0,Submission,1,True,1715,TKO,1.0
Hank Weiss,9,0.7777777777777778,Submission,1,False,28,Tim Wilde,1,0.0,TKO,1,False,63,TKO,1.0
Hank Weiss,3,1.0,Submission,0,True,22,Nick Gilardi,1,1.0,Split Decision,0,True,238,Submission,1.0
